,0
0,0.04067717079205191
1,0.04224731329698228
2,0.0
3,0.04516358869621895
4,0.0551085547344945
5,0.03918173658752555
6,0.020039463967944426
7,0.03058267286238281
8,0.005757727207483354
9,0.002990983699640015
10,0.03133044760993964
11,0.09040200098342877
12,0.09511277436998
13,0.1024405287918062
14,0.1292097349065886
15,0.15014650551348407
16,0.15440856793526692
17,0.199497333040495
18,0.14737987729622803
19,0.20488105758361286
20,0.20383433434385534
21,0.22993047401148403
22,0.22252778070808032
23,0.2239487371933775
24,0.22596747537248962
25,0.23568831650955446
26,0.22858457169835145
27,0.24107192576208525
28,0.24481056891869502
29,0.23516478195379498
30,0.24310899514453665
31,0.2400361551280965
32,0.2189014305832493
33,0.17048595558891266
34,0.1611926119486009
35,0.17078582640581041
36,0.129115542496975
37,0.15452247503526406
38,0.1886979484616491
39,0.1656892907150147
40,0.11839812952551587
41,0.1121776259016447
42,0.14867666581928107
43,0.11712416853869745
44,0.16501484078081652
45,0.15482211527098788
46,0.1901217872116221
47,0.17977941451981128
48,0.17273435261741366
49,0.19446881879605482
50,0.18944745256801143
51,0.14208135249693465
52,0.13930838329739137
53,0.18157806296825996
54,0.19349438275437292
55,0.17760584108230182
56,0.15422271950895405
57,0.1852502987467335
58,0.1759570703970088
59,0.1505502531493066
60,0.17992929228296672
61,0.22924403385623382
62,0.27960791977158617
63,0.27053927748542006
64,0.28582842339545755
65,0.3109353698262629
66,0.33042155426699105
67,0.3308711875564563
68,0.3502072636528555
69,0.3284729127648005
70,0.3577770130168838
71,0.3670701260760214
72,0.3520809662734681
73,0.348483899957746
74,0.3658711039707807
75,0.34031452425051034
76,0.37014308138304886
77,0.37314086722732487
78,0.3762887614159298
79,0.3207534009282045
80,0.30538931613658926
81,0.30291621775394306
82,0.3005178276717009
83,0.2700147053143773
84,0.2601218506214451
85,0.2845542318274654
86,0.3050148523098757
87,0.265443087666386
88,0.25832308688241
89,0.20413697213484183
90,0.23434022367526786
91,0.27271273563234266
92,0.25045369728265854
93,0.2347149180831556
94,0.2392220882929903
95,0.26446219535182913
96,0.2546215672948273
97,0.296763735576427
98,0.30382482287042434
99,0.3020971934235941
100,0.28572108785892114
101,0.28850039804075167
102,0.27137317430149754
103,0.27062217141750344
104,0.2586781818905004
105,0.2968386744580047
106,0.3195248644326809
107,0.31021007674317924
108,0.3178721738674284
109,0.34529069656843325
110,0.3501738293826131
111,0.36519757636127914
112,0.3537042577390248
113,0.34634237730343376
114,0.37278438873218933
115,0.36174208688644516
116,0.3857801742847804
117,0.4074146835244563
118,0.4056115387431136
119,0.4162786850186224
120,0.4037334550801932
121,0.4315279403855432
122,0.4516597521137089
123,0.4479038153690422
124,0.45316221904404497
125,0.4986095378749753
126,0.49868470733772696
127,0.5157366463236426
128,0.4968817931375584
129,0.5007878382265543
130,0.49613055967239017
131,0.5236243671267338
132,0.5351176857489883
133,0.5239999838593179
134,0.5218966223893169
135,0.49380192039530835
136,0.5111545372322306
137,0.5267794093317351
138,0.562385984815077
139,0.5889032809971715
140,0.5842457718618332
141,0.5653906880945754
142,0.5629871099359156
143,0.5650904714059166
144,0.5531463665883267
145,0.552470072004736
146,0.5697477499600807
147,0.5651654102874946
148,0.587776200218245
149,0.5873256446040833
150,0.5788367986801535
151,0.5646394546294071
152,0.568470560836825
153,0.5899547311509976
154,0.6127912600511776
155,0.6259369233669232
156,0.6145187742074203
157,0.6010468385303449
158,0.6465054558388053
159,0.7036303276500839
160,0.7058132396251442
161,0.6905347004491147
162,0.6859438292730871
163,0.6639669069898955
164,0.6687083476726001
165,0.6978351310018116
166,0.6849654733514452
167,0.6845889342941649
168,0.6794709545541799
169,0.6793960156726024
170,0.6721702934203084
171,0.6723960323897371
172,0.6501184322555393
173,0.638527808377821
174,0.6481614898310819
175,0.6692354562365579
176,0.7070927345601405
177,0.710103202368991
178,0.669837273100919
179,0.6279155404217445
180,0.6316786251828077
181,0.6601281916037323
182,0.667504022200355
183,0.6659236188331787
184,0.6269374150812768
185,0.5467818650212393
186,0.550394380275625
187,0.5347399937858373
188,0.5887787671631655
189,0.5436959971684634
190,0.5862200078743469
191,0.6189590758767705
192,0.632055164240088
193,0.632055164240088
194,0.627388893020135
195,0.6172283335840905
196,0.6430437406722711
197,0.6915130563707561
198,0.702501402221765
199,0.7256826499772013
200,0.7327575721416437
201,0.7265858364360911
202,0.7517989654975623
203,0.7397568636809861
204,0.732004955189431
205,0.7469067247270065
206,0.8452009428464207
207,0.8540817767662952
208,0.9087979976330844
209,0.8918638856271262
210,0.9201628825413737
211,0.9267106961418583
212,0.94507487258949
213,0.9422149742873169
214,0.9492144964078335
215,0.9413871878723525
216,0.902626492508706
217,0.9148943332947108
218,0.9471823845206244
219,0.9422903743312423
220,0.9681809508821746
221,0.9699149213112923
222,0.9861261613364944
223,1.0
224,0.9752683244300178
225,0.9590573149859893
226,0.9607915159962808
227,0.898736588101896
228,0.9511403103737894
229,0.9055979920991359
230,0.9017525898589245
231,0.8973037566861337
232,0.8484442976410969
233,0.8724217421906482
234,0.9382466722813181
235,0.9386236725009467
236,0.9245236337056641
237,0.9957021974962341
238,0.9720261225412115
239,0.8886327516346766
240,0.9362108710953239
241,0.8626949059430569
242,0.8544006705300542
243,0.8250698228617774
244,0.8807157470224767
245,0.9252778647260955
246,0.9365124712710267
247,0.9950235971009027
248,0.9859753612486428
249,0.9912535949046171
250,0.9714231527709805
251,0.9488029090120924
252,0.9369648715345811
253,0.8936847851588734
254,0.7984533767748268
255,0.7796031352122239
256,0.7808095359150355
257,0.7825437369253265
258,0.7878973706252266
259,0.8127039850767863
260,0.7111389730029796
261,0.7518556884663874
262,0.694927732977777
263,0.7000549359647259
264,0.6870107283655771
265,0.6450124427366064
266,0.6475760442300809
267,0.5881601178730964
268,0.6501396457235549
269,0.6737400900534776
270,0.7372278493636246
271,0.7577368918925926
272,0.7409978515599103
273,0.7764361027861701
274,0.6843717268281773
275,0.719734808591685
276,0.682109725510406
277,0.7093293719487628
278,0.7594708623217099
279,0.6928921623729569
280,0.6375478383879609
281,0.6372462382122581
282,0.6784905234019716
283,0.6758459879163934
284,0.609582723013788
285,0.588426669710338
286,0.5868400406514609
287,0.5305501032715432
288,0.6387475522367239
289,0.6592990217017234
290,0.6704815169013116
291,0.6414677183474016
292,0.6810594282624498
293,0.6487967409656856
294,0.6030090843218061
295,0.5202744838296303
296,0.4971541095041525
297,0.5927334648798932
298,0.5707463970250415
299,0.5290391048377661
300,0.5016119353427331
301,0.5825332454819061
302,0.6372365538029463
303,0.6435076699945292
304,0.6828727186154522
305,0.6732770830559152
306,0.7102998881104847
307,0.6757703572912939
308,0.7106021800297104
309,0.7074286913307821
310,0.7604697399678453
311,0.7960569466325635
312,0.7843454982196252
313,0.7424115447382236
314,0.7507984737832087
315,0.7927324272646099
316,0.7618297077325975
317,0.6758459879163934
318,0.6899750799396109
319,0.6567301168412456
320,0.5682531227896632
321,0.5440748420374839
322,0.586084426143985
323,0.5272255839035895
324,0.5324390242496455
325,0.5685551841277143
326,0.5765641906283738
327,0.5346302371469727
328,0.48340270944408603
329,0.5339502532645972
330,0.45461557218430126
331,0.5839688438717578
