Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,36.974229754327766,37.36799151954958,35.281054163873996,36.718284606933594,53228400,0.0,0.0
2000-01-04,35.773264814031776,36.895486109793914,35.359814862961514,35.477943420410156,54119000,0.0,0.0
2000-01-05,35.005435920560316,36.65923604279151,34.45416921314992,35.85202407836914,64059600,0.0,0.0
2000-01-06,35.34011839736591,35.87169677994468,34.13914501450278,34.65103530883789,54976600,0.0,0.0
2000-01-07,34.217906192388014,35.35981560502237,33.804456232641094,35.1038703918457,62013600,0.0,0.0
2000-01-10,35.73387587787314,35.81262822140564,35.08416904372999,35.35980224609375,44963600,0.0,0.0
2000-01-11,35.12356164550781,35.989837829589845,34.237597366333006,34.454166412353516,46743600,0.0,0.0
2000-01-12,34.178523740188226,34.29665227846077,32.89879790890238,33.33193588256836,66532400,0.0,0.0
2000-01-13,32.87912212869395,34.21791273034137,31.97346966287364,33.96196746826172,83144000,0.0,0.0
2000-01-14,33.76506728956057,35.891380564938146,33.31224131424868,35.35980224609375,73416400,0.0,0.0
2000-01-18,35.2219946491686,36.69860146788724,35.20230655825235,36.324527740478516,81483600,0.0,0.0
2000-01-19,34.808553731330086,35.123563267360225,33.39101081919447,33.70602035522461,97568200,0.0,0.0
2000-01-20,33.72569635229291,34.55259608772566,33.35162266245428,33.39099884033203,56349800,0.0,0.0
2000-01-21,33.706024464067205,33.784776857674835,32.5247385599527,32.68224334716797,68416200,0.0,0.0
2000-01-24,32.697027702096065,33.29259301173834,31.75692047778471,31.894737243652344,63597600,0.0,0.0
2000-01-25,31.815947354673252,32.72159932145232,31.363121371283718,32.38690185546875,59823200,0.0,0.0
2000-01-26,32.26878022847686,32.60347776592902,31.22531143524362,31.30406379699707,49365000,0.0,0.0
2000-01-27,31.46650076033194,31.875028769577607,30.634678669217266,31.107192993164062,63654800,0.0,0.0
2000-01-28,30.910313669355165,31.57970899722655,30.634680299055184,30.949689865112305,58225400,0.0,0.0
2000-01-31,30.752802038862637,30.92999488031575,29.886525925091856,30.831554412841797,73194200,0.0,0.0
2000-02-01,31.02841942514444,32.52471376290521,30.77247434105378,32.426273345947266,70196600,0.0,0.0
2000-02-02,32.268785500334275,32.74129974805119,31.65845459703326,31.756895065307617,49915600,0.0,0.0
2000-02-03,32.150646782611624,32.82004175542779,31.54031607210277,32.64284896850586,49186000,0.0,0.0
2000-02-04,32.879119626937374,34.02102917086693,32.80528926849365,33.56820297241211,55365400,0.0,0.0
2000-02-07,33.64694726816515,33.66663535901837,32.83973554318283,33.58788299560547,40005800,0.0,0.0
2000-02-08,33.528811007483974,34.651031927875394,33.528811007483974,34.631343841552734,56229000,0.0,0.0
2000-02-09,34.473846382819694,34.473846382819694,32.72160633252217,32.760982513427734,55090000,0.0,0.0
2000-02-10,32.726525838645,33.56819164078191,32.288465859755036,33.39099884033203,54527800,0.0,0.0
2000-02-11,33.036609618644405,33.036609618644405,31.225305634785474,31.481250762939453,115559000,0.0,0.0
2000-02-14,31.8897865841649,32.05221334096031,31.205625396450912,31.3828182220459,81028600,0.0,0.0
2000-02-15,31.42219037894743,31.500942735786897,30.910300059490893,31.04811668395996,71027600,0.0,0.0
2000-02-16,31.264684567225576,31.560005895001634,30.595289557599838,30.75279426574707,65202600,0.0,0.0
2000-02-17,31.028432570855923,31.402506313778677,30.600216575668032,31.3828182220459,80343400,0.0,0.0
2000-02-18,31.50094638601249,31.520634477503748,29.886522883729352,29.945587158203125,79063000,0.0,0.0
2000-02-22,29.96526481023556,30.59528351846653,29.2368056788435,29.551815032958984,66296200,0.0,0.0
2000-02-23,29.4533791782369,30.16215033493244,29.000553161459194,29.68963623046875,75847200,0.0,0.0
2000-02-24,29.689638459902643,30.201528778176826,28.98086724998454,29.847143173217773,69733200,0.0,0.0
2000-02-25,29.827448337719424,29.832370358897265,28.508346662057907,28.764291763305664,65301400,0.0,0.0
2000-02-28,28.429602019534585,29.02024472077145,27.7602069581328,28.84305191040039,76131800,0.0,0.0
2000-02-29,28.90211427595232,28.90211427595232,27.99646219373583,28.153966903686523,58437400,0.0,0.0
2000-03-01,28.232720652696432,29.640419067388063,28.0161516658208,28.606794357299805,106889800,0.0,0.0
2000-03-02,28.92181805274892,30.044039719873965,28.70524895909321,29.414020538330078,106932600,0.0,0.0
2000-03-03,29.847152506576556,31.14656679775997,29.571519172083107,30.280290603637695,101435200,0.0,0.0
2000-03-06,30.240913254310342,30.674051334775726,28.390232365049165,28.54773712158203,93609400,0.0,0.0
2000-03-07,30.28028481998161,30.713422834311647,28.961182685431048,29.25650405883789,135061000,0.0,0.0
2000-03-08,29.551814391770495,30.299961591562155,28.665850602543532,30.10308074951172,94290000,0.0,0.0
2000-03-09,30.024342834949493,31.500949859619137,29.925902366638184,31.50094985961914,88198800,0.0,0.0
2000-03-10,31.363131887841934,32.2884722511367,31.343443795005875,31.81595802307129,85589000,0.0,0.0
2000-03-13,30.752808760623545,31.57970886814351,30.713432565027354,30.87093734741211,61831800,0.0,0.0
2000-03-14,31.067807918152578,31.26468883018143,29.965274810791016,29.965274810791016,73489200,0.0,0.0
2000-03-15,29.788091597050858,30.43779881628594,29.512458231314763,30.044036865234375,53208000,0.0,0.0
2000-03-16,30.22122974320758,30.45748691383852,29.374641548446718,30.044036865234375,77300800,0.0,0.0
2000-03-17,30.004649828065116,31.343439977873796,29.76839274280476,31.30406379699707,81161600,0.0,0.0
2000-03-20,31.107197101676267,31.42220669257932,30.398425522144404,30.67405891418457,47773000,0.0,0.0
2000-03-21,30.477183042651546,32.485369522206106,30.398430631688623,32.36724090576172,81648800,0.0,0.0
2000-03-22,32.38690263133938,33.27286653310854,31.855324290277885,32.52471923828125,93975800,0.0,0.0
2000-03-23,33.64695946677437,35.55670497191019,33.5878951728011,35.241695404052734,148224000,0.0,0.0
2000-03-24,35.47795392737151,36.22610167944705,34.51323708916885,35.18263244628906,112196800,0.0,0.0
2000-03-27,33.94719741065223,34.09978014513537,32.74130160586612,32.780677795410156,111434000,0.0,0.0
2000-03-28,32.64287074359324,33.843844878309284,32.249108732210935,32.859439849853516,81114400,0.0,0.0
2000-03-29,33.13506052222961,34.316346102344745,33.11537242922769,33.765079498291016,64363800,0.0,0.0
2000-03-30,33.45007409553574,34.217909816386765,32.28847646655598,32.564109802246094,64178400,0.0,0.0
2000-03-31,33.39100090475643,34.09977215037626,32.80035820007324,33.46975326538086,64281400,0.0,0.0
2000-04-03,29.748705088682318,30.398412082677368,28.35085064705661,28.626483917236328,260118200,0.0,0.0
2000-04-04,28.843049955940113,28.980866576889998,26.75611255298472,27.898021697998047,181244400,0.0,0.0
2000-04-05,27.799577362458027,27.878329706261024,27.051430096329554,27.208934783935547,82887600,0.0,0.0
2000-04-06,27.681455401487128,27.720831582712574,26.859477618405986,27.09081268310547,66421400,0.0,0.0
2000-04-07,27.405838430304275,28.15398631848787,26.775819156044406,28.055545806884766,82613600,0.0,0.0
2000-04-10,27.91771007363313,27.91771007363313,27.090810339435254,27.110498428344727,60685400,0.0,0.0
2000-04-11,26.815171300032457,27.110492569856603,26.303281099003936,26.421409606933594,71961800,0.0,0.0
2000-04-12,25.87014384832908,25.909520018570067,24.806987251822402,25.003868103027344,153003800,0.0,0.0
2000-04-13,25.476390814555558,25.90952883458664,24.885748059967717,24.964500427246094,94316200,0.0,0.0
2000-04-14,24.925119933953376,25.043248464446044,23.074439622901544,23.350072860717773,151217800,0.0,0.0
2000-04-17,23.38945202772464,23.94071857383263,22.99569020907608,23.901342391967773,119772200,0.0,0.0
2000-04-18,24.098222873116576,25.81108675380378,23.90134196729046,25.377948760986328,91794600,0.0,0.0
2000-04-19,25.653581810149056,25.6732699005636,24.610113018178296,24.78730583190918,53715400,0.0,0.0
2000-04-20,24.767617896918917,25.161379707680744,24.413232267233273,24.866058349609375,52387400,0.0,0.0
2000-04-24,21.184383943425335,21.42064101342636,20.475612733422256,20.987503051757812,313645800,0.0,0.0
2000-04-25,21.656899838834196,21.893156927985114,21.30251420510782,21.85378074645996,159517400,0.0,0.0
2000-04-26,22.05065979677088,22.405045400647555,21.22376005439197,21.42064094543457,107091200,0.0,0.0
2000-04-27,21.243448812404484,22.030972401372214,21.223760722680293,21.991596221923828,77669800,0.0,0.0
2000-04-28,22.28692188057848,22.3656742547148,21.499398139215284,21.971912384033203,78082600,0.0,0.0
2000-05-01,22.95631963526949,23.310705358626997,22.582245816169902,23.133512496948242,107811000,0.0,0.0
2000-05-02,22.936626060704214,23.153195062135755,21.893157235624965,22.01128578186035,97716200,0.0,0.0
2000-05-03,22.168791406866298,22.30660804971538,21.676589110976728,22.227855682373047,55354800,0.0,0.0
2000-05-04,22.1491041919671,22.44442558119333,21.83409471012579,22.188480377197266,43317200,0.0,0.0
2000-05-05,22.129409434715768,22.62161160185802,22.011280914601628,22.40504264831543,36402200,0.0,0.0
2000-05-08,22.345981836959304,22.48379846502866,21.952220042475442,21.991596221923828,36187600,0.0,0.0
2000-05-09,22.109723445347377,22.18847579956055,21.263135637555806,21.361576080322266,60778400,0.0,0.0
2000-05-10,21.341889832580392,21.38126601308331,20.71187094453374,20.849687576293945,67740000,0.0,0.0
2000-05-11,20.987513203208177,21.46002757176071,20.711879821552536,21.381275177001953,58390800,0.0,0.0
2000-05-12,21.558459513193906,21.971909421666115,21.499395240555017,21.67658805847168,37886000,0.0,0.0
2000-05-15,21.735652201884502,21.873468837222536,21.420642749683278,21.85378074645996,33899600,0.0,0.0
2000-05-16,21.912838414418612,22.247535856507668,21.75533373578847,21.893150329589844,48410600,0.0,0.0
2000-05-17,21.69627253214518,21.775024882534094,21.184382254617255,21.32219886779785,53242000,0.0,0.0
2000-05-18,21.44033028383768,21.44033028383768,20.751247125036656,20.849687576293945,53640400,0.0,0.0
2000-05-19,20.593742652768476,20.770935467180443,20.31810938590542,20.495302200317383,66578000,0.0,0.0
2000-05-22,20.514990705361964,20.55436688713809,19.668402797175244,20.219669342041016,69955000,0.0,0.0
2000-05-23,20.121224408097838,20.652802743732515,19.865279283532992,19.90465545654297,57963200,0.0,0.0
2000-05-24,19.88497169501902,20.967816688312134,19.845595513444724,20.652807235717773,85482400,0.0,0.0
2000-05-25,20.337805658821168,20.396869954054917,19.254960246202423,19.373088836669922,94348800,0.0,0.0
2000-05-26,19.55027446572196,19.727467285652974,19.018696005928916,19.3533935546875,55822000,0.0,0.0
2000-05-30,19.668395256855078,20.19997350704035,19.53057867347371,19.963716506958008,68536400,0.0,0.0
2000-05-31,20.047394617215975,20.067082704244914,19.550270419735295,19.707775115966797,54968200,0.0,0.0
2000-06-01,20.278736697969688,20.79062713888931,20.10154385303597,20.337800979614258,94507200,0.0,0.0
2000-06-02,20.790622434337447,21.026879507454918,20.47561300351415,20.889062881469727,80463200,0.0,0.0
2000-06-05,20.795548107022437,21.538773613332587,20.79062608380184,21.066259384155273,64400000,0.0,0.0
2000-06-06,21.479703437490137,22.011281799371197,21.36157491262768,21.93252944946289,99019000,0.0,0.0
2000-06-07,21.81440243822463,22.286916570460544,21.14500741755709,22.20816421508789,76310600,0.0,0.0
2000-06-08,22.54286405717536,22.720056875092023,21.499395240555017,21.67658805847168,94765600,0.0,0.0
2000-06-09,21.93253323990686,21.952221330786486,21.519083331434647,21.67658805847168,35710200,0.0,0.0
2000-06-12,21.73565454215647,21.73565454215647,20.90875464109617,21.066259384155273,49260600,0.0,0.0
2000-06-13,21.026889400587553,21.42065137438133,20.830008413690667,21.381275177001953,44289200,0.0,0.0
2000-06-14,21.991595237813097,22.365668925833194,21.893154793597283,22.20816421508789,79992400,0.0,0.0
2000-06-15,22.306614248246106,22.89725716744062,22.247549956326655,22.798816680908203,65592600,0.0,0.0
2000-06-16,22.877565825837735,23.035070581953654,22.523180124576907,22.857877731323242,68710600,0.0,0.0
2000-06-19,22.85787365454754,23.25163547460865,22.68068083552004,23.21225929260254,46604800,0.0,0.0
2000-06-20,23.27132056254561,23.704458508718204,23.23194438562083,23.60601806640625,62275000,0.0,0.0
2000-06-21,24.255737682906904,25.889849880700144,24.23604958413831,25.417335510253906,160399600,0.0,0.0
2000-06-22,25.633896903812605,25.830777832413315,24.984189839430258,25.1613826751709,87315200,0.0,0.0
2000-06-23,25.181063072775416,25.22043924646232,24.255722991133158,24.472291946411133,49811600,0.0,0.0
2000-06-26,24.413234002935063,25.240133864324797,24.413234002935063,25.04325294494629,48287000,0.0,0.0
2000-06-27,24.96449968306249,25.240132960320278,24.688866405804703,24.826683044433594,31071200,0.0,0.0
2000-06-28,24.885746440147464,25.22044397929502,24.767617896918917,24.866058349609375,37459200,0.0,0.0
2000-06-29,24.649484382660283,24.866053334904105,24.275410737875504,24.314786911010742,38449000,0.0,0.0
2000-06-30,24.275417648255825,25.20075798034668,24.15728909522295,25.20075798034668,52356400,0.0,0.0
2000-07-03,25.10231751948595,25.220446072518826,25.00387705862522,25.20075798034668,15734800,0.0,0.0
2000-07-05,25.161378945514656,25.161378945514656,24.64948860703001,24.728240966796875,34824400,0.0,0.0
2000-07-06,24.84635660178873,25.73232018901575,24.728228123491796,25.496063232421875,47873200,0.0,0.0
2000-07-07,25.59944680878302,26.106415280481663,25.37795572891468,25.830781936645508,54153200,0.0,0.0
2000-07-10,25.417321325942908,25.61420220375811,25.00387148253098,25.0235595703125,52689800,0.0,0.0
2000-07-11,24.826675160424593,25.358253454898392,24.728234735522037,24.92511558532715,37164800,0.0,0.0
2000-07-12,24.649496691514546,25.51577293306937,24.314799052732,25.299203872680664,58370200,0.0,0.0
2000-07-13,24.826673379440248,25.200746967235144,24.37384745737274,25.181058883666992,80843200,0.0,0.0
2000-07-14,25.043251164452197,25.122003526604562,24.708553625304642,24.866058349609375,51180600,0.0,0.0
2000-07-17,24.64949461329374,25.06294460281384,24.41323747642511,24.629806518554688,53992800,0.0,0.0
2000-07-18,24.452607707612835,25.043250405864352,24.39354343778768,24.728240966796875,70617200,0.0,0.0
2000-07-19,23.960402919084597,24.413228939741085,22.93662235064384,23.035062789916992,139924600,0.0,0.0
2000-07-20,23.13350292674282,23.70445746706243,23.03506248875668,23.566640853881836,54690600,0.0,0.0
2000-07-21,23.546958923339844,23.625711294320915,22.64130665705754,22.779123306274414,56100600,0.0,0.0
2000-07-24,22.700369886427037,22.72005797826262,22.050662855852803,22.227855682373047,56165600,0.0,0.0
2000-07-25,22.30660757465639,22.365671848905258,21.538772009421084,21.735652923583984,64188600,0.0,0.0
2000-07-26,21.755337851388116,21.893154471261163,21.184383283342633,21.361576080322266,85404600,0.0,0.0
2000-07-27,21.381266568158125,22.09003783561088,21.263138023582666,21.85378074645996,74337600,0.0,0.0
2000-07-28,22.34598272691393,22.62161599403005,21.932532826239754,21.952220916748047,75645600,0.0,0.0
2000-07-31,22.109724760268985,22.405046106131884,21.814403414406087,21.991596221923828,70283800,0.0,0.0
2000-08-01,22.03097652890012,22.070352715725676,21.479709913342294,21.63721466064453,47163600,0.0,0.0
2000-08-02,21.597835566546465,22.188478289423763,21.57814747578389,21.85378074645996,48269200,0.0,0.0
2000-08-03,21.479701067629232,22.1687840533002,21.46001298232435,22.12940788269043,54543400,0.0,0.0
2000-08-04,21.873468681873508,22.011285316232748,21.47970686941854,21.775028228759766,38107400,0.0,0.0
2000-08-07,22.109731095177786,22.40505252565656,21.971914427621023,22.05066680908203,52741800,0.0,0.0
2000-08-08,22.070347113713847,23.52726565645678,22.050659025298405,23.350072860717773,138038800,0.0,0.0
2000-08-09,23.231947253448794,23.586332889518353,23.035066344521262,23.38945198059082,63945600,0.0,0.0
2000-08-10,23.251639172460457,23.330391548997156,22.60193206603269,22.877565383911133,48986000,0.0,0.0
2000-08-11,22.818506240844727,22.897258635118565,22.562560959454753,22.818506240844727,35629600,0.0,0.0
2000-08-14,22.77911845615932,23.11381596156529,22.483797127859933,22.739742279052734,53427000,0.0,0.0
2000-08-15,22.680685792293847,22.99569531718682,22.52318102984736,22.562557220458984,40714200,0.0,0.0
2000-08-16,22.641300567438904,22.759429092138586,22.22785073099002,22.36566734313965,44976200,0.0,0.0
2000-08-17,22.405047210959886,22.6806804806905,22.227854394704494,22.542863845825195,36112800,0.0,0.0
2000-08-18,22.40504351803954,22.503483955289276,22.050657943940497,22.36566734313965,54438800,0.0,0.0
2000-08-21,22.2672237902616,22.306599959651983,22.070342943309683,22.247535705566406,34119600,0.0,0.0
2000-08-22,22.306603247659247,22.818493525187172,22.119566415485583,22.444419860839844,54428200,0.0,0.0
2000-08-23,22.306606730808216,22.40504718416571,22.168790096107724,22.28691864013672,36726800,0.0,0.0
2000-08-24,22.24753795482991,22.42473073500112,22.030969001287318,22.40504264831543,42405400,0.0,0.0
2000-08-25,22.2672237902616,22.582233145384663,22.227847620871216,22.247535705566406,52729400,0.0,0.0
2000-08-28,22.10972194354018,22.720052647235413,22.090033856324204,22.464107513427734,56421600,0.0,0.0
2000-08-29,22.4247377840958,22.916940105959185,22.32629731972312,22.345985412597656,59400200,0.0,0.0
2000-08-30,22.2672358580998,22.345988239560807,21.952226332255773,22.05066680908203,53498800,0.0,0.0
2000-08-31,22.326293747235113,22.68067936227059,21.952220042475442,21.991596221923828,72575400,0.0,0.0
2000-09-01,22.05066167979185,22.247542587647136,21.95222122586421,22.109725952148438,37629800,0.0,0.0
2000-09-05,22.05066211720839,22.267231120145254,21.99159784368015,22.090038299560547,50755200,0.0,0.0
2000-09-06,22.070341604663703,22.267222439674082,21.834084602651245,21.87346076965332,62960800,0.0,0.0
2000-09-07,22.050653027169517,22.70035976814862,21.873460279629764,22.070341110229492,111711200,0.0,0.0
2000-09-08,22.168796453312563,22.326301223851196,21.79472262328331,21.83409881591797,56709600,0.0,0.0
2000-09-11,21.775028512869824,21.952221330786486,21.44033096791613,21.67658805847168,48495200,0.0,0.0
2000-09-12,21.656900983337962,21.83409380956527,21.30251533088334,21.460020065307617,46781200,0.0,0.0
2000-09-13,21.282830145769502,21.656903941116052,21.16470157881796,21.499399185180664,40744800,0.0,0.0
2000-09-14,21.63720596436648,21.65689404986636,20.692177860372315,20.73155403137207,78503000,0.0,0.0
2000-09-15,20.613431159802282,20.672495432466473,19.944036069608128,20.219669342041016,99915200,0.0,0.0
2000-09-18,20.23935619990031,20.357484738032024,19.589649240175884,19.84559440612793,69037800,0.0,0.0
2000-09-19,20.042480281683115,20.711875497377836,19.963727903366088,20.475618362426758,79311200,0.0,0.0
2000-09-20,20.43623597334331,20.475612150555918,19.904657580973108,20.239355087280273,67791400,0.0,0.0
2000-09-21,20.160605069376825,20.514990705361964,20.022788433160382,20.219669342041016,48952200,0.0,0.0
2000-09-22,19.254955555610508,20.003103112985965,19.21557936838022,19.92435073852539,84476600,0.0,0.0
2000-09-25,19.924353494449537,20.003105879803094,19.03838915922204,19.294334411621094,53484200,0.0,0.0
2000-09-26,19.19588215448564,20.7512408111055,19.038377480397553,19.747148513793945,155704800,0.0,0.0
2000-09-27,19.983416439331684,20.022792629359923,18.841506928512732,19.09745216369629,106155600,0.0,0.0
2000-09-28,19.156513513532012,19.49121107748889,19.09744923753962,19.31401824951172,52360400,0.0,0.0
2000-09-29,19.215573325676004,19.314013762795245,18.467426003569766,18.999004364013672,74053600,0.0,0.0
2000-10-02,19.058073176894077,19.15651363751853,18.34930186039802,18.624935150146484,58562400,0.0,0.0
2000-10-03,18.762752695241687,18.84150506751972,17.798036134835765,17.817724227905273,85374000,0.0,0.0
2000-10-04,17.758660253032353,17.81772453325308,17.16801745082507,17.46333885192871,136453400,0.0,0.0
2000-10-05,17.483027387149715,18.034294016474256,17.404275011531926,17.44365119934082,81099400,0.0,0.0
2000-10-06,17.581466526765254,17.876787912993116,17.246768955707015,17.502714157104492,61794000,0.0,0.0
2000-10-09,17.52239651883487,17.561772690787308,16.695496907833675,17.069570541381836,58323600,0.0,0.0
2000-10-10,16.9908212834344,17.50271161178816,16.951445104330265,17.187702178955078,62066200,0.0,0.0
2000-10-11,17.010508721184838,17.935848894675217,17.010508721184838,17.56177520751953,101205800,0.0,0.0
2000-10-12,17.738970044015467,17.916162863545033,16.95144640166184,17.128639221191406,90219600,0.0,0.0
2000-10-13,16.97112550513689,17.28613479525544,16.419859247429425,16.93174934387207,104521200,0.0,0.0
2000-10-16,16.853004351443158,16.951444797421214,15.612654732119653,15.868599891662598,119759000,0.0,0.0
2000-10-17,16.341113583305955,16.518306381197224,15.829223278286731,15.888287544250488,81276600,0.0,0.0
2000-10-18,15.632341840992803,16.774250942727793,15.258268169734789,16.30173683166504,110536400,0.0,0.0
2000-10-19,18.408355077107746,19.589639894890063,18.27053851503314,19.491199493408203,256993200,0.0,0.0
2000-10-20,19.314021329065984,20.830004654589,19.254957043655995,20.534683227539062,160378600,0.0,0.0
2000-10-23,20.357489119593044,20.86937956167179,19.117139202248403,19.569965362548828,185170400,0.0,0.0
2000-10-24,19.72747460807242,19.82591510012867,18.959638770033674,19.373088836669922,94427400,0.0,0.0
2000-10-25,19.510903471343372,19.983417783464702,19.03838915922204,19.294334411621094,167603800,0.0,0.0
2000-10-26,19.215573241477102,20.495298918419735,19.156508979464363,20.298418045043945,114826600,0.0,0.0
2000-10-27,20.377170663130908,21.79471297013132,20.35748257553368,21.32219886779785,124292400,0.0,0.0
2000-10-30,21.26314389328072,22.09004393357497,21.223767700885755,21.755346298217773,110057600,0.0,0.0
2000-10-31,21.735649981213136,21.893154691221927,21.420640561195555,21.696273803710938,104474000,0.0,0.0
2000-11-01,21.57814387487552,22.070346061802425,21.558455787398444,21.93252944946289,81309400,0.0,0.0
2000-11-02,22.16878552924262,22.316446178860133,21.9325284898546,22.149097442626953,77985200,0.0,0.0
2000-11-03,21.814408697051444,21.932537264002985,21.440334901704894,21.499399185180664,68711000,0.0,0.0
2000-11-06,21.637205226815862,22.090031177877524,21.499388633014487,21.893150329589844,74851400,0.0,0.0
2000-11-07,21.971907148969937,22.641302169637477,21.893154793597283,22.20816421508789,104331200,0.0,0.0
2000-11-08,22.40503902418135,22.79880069420211,21.420634849129446,21.87346076965332,206149400,0.0,0.0
2000-11-09,21.578139155419837,22.464102898114994,21.558451072248833,22.32628631591797,91058600,0.0,0.0
2000-11-10,22.03098019863546,22.149108778789003,21.046575364022615,21.22376823425293,93744400,0.0,0.0
2000-11-13,21.007200113693052,21.460026357943228,20.288584552165595,20.928447723388672,83364800,0.0,0.0
2000-11-14,21.4206428770365,21.991597512545745,21.20407387736058,21.67658805847168,84218600,0.0,0.0
2000-11-15,21.755331781269927,22.32628619000914,21.63720328291009,22.070341110229492,60422200,0.0,0.0
2000-11-16,21.873471926691742,22.52317901362318,21.715967178344727,21.715967178344727,92128600,0.0,0.0
2000-11-17,21.873474875402668,22.050667741180007,21.356662350218762,21.755346298217773,106525600,0.0,0.0
2000-11-20,21.46001514168673,21.578143665402436,20.65280356296273,21.16469383239746,80157200,0.0,0.0
2000-11-21,21.223765584375588,21.814408411399025,21.223765584375588,21.341894149780273,59487600,0.0,0.0
2000-11-22,20.810315877963333,21.893161075019137,20.79062778347141,21.499399185180664,76343200,0.0,0.0
2000-11-24,21.735648311175225,22.18847431765804,21.578143613268157,22.030969619750977,34439200,0.0,0.0
2000-11-27,22.503484225083408,22.759429365001242,22.247539085165574,22.267227172851562,85307600,0.0,0.0
2000-11-28,21.85379008748638,21.971918682553877,21.046578021191838,21.105642318725586,127446200,0.0,0.0
2000-11-29,21.0465687340435,21.145009186494594,19.92434757610105,20.495302200317383,98280400,0.0,0.0
2000-11-30,19.53059038149765,19.55027847664029,17.95554277008655,18.073671340942383,197200800,0.0,0.0
2000-12-01,18.290224319525375,19.097435511237475,17.660205828433007,17.837398529052734,109809800,0.0,0.0
